Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts
Jayden Rhodes,#19,San Diego Toreros,UC Irvine Anteaters,0,11/05/25,14,0,1,1,1,1,1,0,0,0,2,0,2,0,0,0,7
Daniela Falcon Hernandez,#9,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,16,0,4,4,0,1,1,2,2,1,2,0,0,2,2,4,12
Lauryn Madsen,#10,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,33,1,7,8,3,1,1,2,0,4,8,4,8,0,0,12,33
Shirel Nahum,#12,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,34,0,3,3,4,3,0,3,1,1,7,0,1,4,6,6,20
Jada Wynn,#23,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,36,0,6,6,7,1,0,0,2,3,10,2,8,9,9,17,41
Hunter Hernandez,#20,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,26,2,4,6,2,0,0,3,0,4,12,3,5,2,2,13,17
Nohe'alani Stores,#13,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,24,4,1,5,0,2,0,1,2,7,8,0,0,3,5,17,33
Naomy Zonzon-Huyghe,#24,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,21,1,1,2,0,2,0,2,4,0,0,0,0,3,4,3,9
Despoina Baltzi,#21,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ameerah Grant,#1,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,5,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,-4
Reese Noa,#22,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Haley Hernandez,#2,UC Irvine Anteaters,San Diego Toreros,1,11/05/25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Rylan Moffitt,#15,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,30,5,4,9,0,2,0,1,1,0,5,0,0,0,0,0,10
Tasia Johnson,#2,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,30,1,2,3,1,1,0,0,1,2,10,2,7,1,2,7,7
Makiah Asidanya,#22,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,36,0,2,2,1,1,0,2,2,6,16,3,10,4,4,19,16
Jeni Levine,#1,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,33,0,5,5,1,0,0,3,1,3,17,2,8,2,2,10,-3
Jaila Lee,#4,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,23,4,1,5,1,1,0,2,3,1,10,0,3,0,0,2,-1
Salimata Traore,#7,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Kristina Rakotobe,#6,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,11,0,3,3,0,1,0,2,3,0,2,0,0,0,0,0,1
Leyla Minor,#0,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,21,1,0,1,0,1,0,2,2,0,2,0,1,2,2,2,0
Ciara Harris,#12,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,10,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,1
Joelle Davis,#13,UNC Greensboro Spartans,San Francisco Dons,0,11/05/25,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-4
Noelia Mourio,#3,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,10,1,2,3,2,0,0,3,5,4,4,0,0,0,0,8,16
Aina Cargol,#9,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,25,0,0,0,1,2,0,0,0,2,8,1,3,2,2,7,14
Meghan McIntyre,#4,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,30,1,9,10,7,1,0,1,0,4,6,1,2,2,2,11,47
Candy Edokpaigbe,#23,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,33,2,5,7,1,0,2,2,1,10,16,1,3,5,6,26,41
Mara Neira,#2,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,14,0,6,6,2,2,0,2,2,0,3,0,3,0,0,0,11
Sophia Priestley,#32,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,5
Natasa Tausova,#12,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,21,2,2,4,0,0,0,3,3,1,5,1,3,0,0,3,-2
Nevaeh Ferrara Horne,#7,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,31,4,7,11,1,2,0,3,2,2,7,0,0,1,2,5,18
Michelle Ugwah,#14,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,13,1,0,1,0,1,1,3,5,1,6,0,0,0,0,2,1
Amy Pateman,#10,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paula Tirado,#22,San Francisco Dons,UNC Greensboro Spartans,1,11/05/25,18,0,3,3,3,1,0,1,2,0,1,0,0,0,0,0,14
Ellie DeWaard,#22,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,21,1,3,4,1,3,1,5,2,0,8,0,3,0,0,0,1
Ella Whitaker,#10,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,27,3,3,6,0,2,0,0,2,5,8,1,3,0,0,11,26
Jersey McGehee,#12,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,22,1,1,2,2,1,0,4,3,1,4,1,3,0,0,3,4
Ellie Bost,#4,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,23,1,3,4,2,2,0,5,2,3,10,1,6,1,2,8,7
Kaleah Medeiros,#0,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,30,1,3,4,3,2,1,1,0,7,11,1,2,1,2,16,40
Taimane Auwae,#21,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,13,1,2,3,0,0,0,1,2,0,4,0,0,0,0,0,-3
Griffyn Eyman,#5,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,15,0,1,1,0,0,0,3,1,1,5,0,1,1,2,3,-7
Halle Keller,#30,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,8,0,5,5,0,1,0,3,1,0,2,0,0,3,4,3,3
Hailey Monte,#23,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,17,0,0,0,0,0,0,1,2,3,10,3,7,0,0,9,2
Kamille Febo-Santiago,#20,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,5
Hope Keller,#14,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Adriana Milanez,#2,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,11,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,2
Faith Dumlao,#1,Northwest University Eagles,Seattle U Redhawks,0,11/05/25,4,0,1,1,1,0,0,0,0,1,2,1,2,0,0,3,7
Andjela Bigovic,#6,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,16,2,6,8,1,0,0,0,1,5,13,0,0,0,0,10,19
Tamia Stricklin,#14,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,13,2,7,9,1,1,0,1,2,2,3,2,3,0,2,6,21
Dylan Mogel,#5,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,26,1,1,2,7,3,0,1,0,2,4,0,0,0,0,4,38
Sydnie Rodriguez,#24,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,17,2,3,5,0,3,0,3,0,2,6,0,3,3,3,7,14
Ella Brubaker,#3,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,23,3,4,7,0,1,0,4,2,7,14,0,3,3,4,17,17
Fia Proctor,#4,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,14,1,2,3,0,0,0,0,1,3,5,1,1,0,0,7,13
Lucija Milkovic,#7,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,9,0,3,3,0,0,0,1,2,3,4,0,0,0,0,6,10
Jana Vesic,#9,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,25,0,1,1,7,0,0,1,4,5,9,1,3,1,4,12,30
Chloe Emanga,#8,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,24,3,3,6,0,1,0,3,2,5,11,0,1,2,3,12,14
Aaliyah Ibarra,#21,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,12,0,1,1,0,3,0,1,1,0,2,0,2,1,2,1,8
Lucy Larson,#22,Seattle U Redhawks,Northwest University Eagles,1,11/05/25,21,0,1,1,2,2,0,2,1,1,4,1,4,1,2,4,11
Tanja Valancic,#9,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,27,3,5,8,3,1,0,1,3,2,5,1,3,2,2,7,24
Alex Covill,#33,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,28,3,2,5,0,0,3,6,4,3,7,0,0,0,0,6,7
Charlotte Abraham,#10,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,31,3,2,5,3,0,0,1,3,4,12,2,8,0,0,10,14
Mackenzie Chatfield,#8,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,15,0,3,3,1,1,1,0,3,0,2,0,0,0,0,0,11
Eleonora Villa,#2,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,33,0,1,1,3,1,0,5,2,8,15,0,3,3,4,19,20
Malia Ruud,#55,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,14,1,2,3,0,0,2,3,2,2,3,0,0,0,0,4,8
Malvina Haziri,#1,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,13,0,1,1,1,0,0,0,1,1,2,1,2,0,0,3,7
Keandra Koorits,#15,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,17,0,1,1,2,1,1,1,5,1,6,0,2,0,0,2,8
Marta Alsina,#12,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,16,0,1,1,0,0,0,3,1,0,4,0,2,0,0,0,-11
Jean Chiu,#5,Washington State Cougars,UNLV Lady Rebels,0,11/05/25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Roland,#32,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,32,2,7,9,0,1,0,2,4,7,13,0,0,3,4,17,27
Shelbee Brown,#3,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,25,3,3,6,1,4,0,4,1,1,4,0,0,2,2,4,20
Teagan Colvin,#0,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,32,2,5,7,3,0,0,1,2,0,5,0,0,0,2,0,8
Jasmyn Lott,#10,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,29,0,1,1,0,0,0,0,2,4,12,1,3,8,8,17,14
Aaliyah Alexander,#25,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,32,2,0,2,3,1,0,1,1,4,13,1,5,9,10,18,23
Destiny Brown,#5,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,20,1,4,5,0,1,2,3,3,1,2,0,0,0,1,2,11
Erica Collins,#31,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,3,3,0,3,0,0,0,1,1,0,1,0,0,2,2,2,3
Mariah Elohim,#2,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,20,0,2,2,1,1,0,0,0,2,5,0,1,0,0,4,12
Destiny Leo,#7,UNLV Lady Rebels,Washington State Cougars,1,11/05/25,7,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,4
Tessa Chaney,#34,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,27,2,1,3,0,1,1,4,1,6,12,0,0,1,2,13,15
Cambree Blackham,#5,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,35,0,1,1,7,6,1,6,2,3,9,0,3,2,4,8,38
Kylee Mabry,#1,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,33,1,1,2,3,3,0,3,2,4,11,2,5,0,1,10,23
Amanda Barcello,#3,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,37,0,3,3,4,2,0,1,1,4,11,2,6,2,2,12,29
Halle Nelson,#25,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,34,0,5,5,4,3,0,0,3,3,7,1,2,1,2,8,36
Kaylee Headrick,#14,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,14,0,5,5,0,0,1,1,1,2,5,1,2,1,2,6,11
Naia Tanuvasa,#21,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Saige Gibb,#10,Utah Valley Wolverines,Loyola Marymount Lions,1,11/05/25,17,1,1,2,0,0,1,1,2,3,3,1,1,0,0,7,15
Maya Hernandez,#55,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,30,1,7,8,1,0,1,2,2,5,9,0,0,1,2,11,21
Ivana Krajina,#13,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,36,0,4,4,4,3,1,4,4,5,11,4,7,1,2,15,37
Jess Lawson,#0,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,29,2,6,8,1,1,0,2,3,2,8,0,1,1,2,5,10
Andjela Matic,#28,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,39,0,6,6,4,0,0,7,1,3,10,1,7,0,2,7,0
Carly Heidger,#5,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,29,0,2,2,4,2,0,3,1,3,5,1,3,5,5,12,28
Kayla Jones,#24,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,21,2,0,2,3,0,0,4,2,3,3,0,0,2,2,8,14
Zawadi Ogot,#54,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,11,1,1,2,0,0,0,2,3,1,4,0,0,0,0,2,-2
Mari Somvichian,#2,Loyola Marymount Lions,Utah Valley Wolverines,0,11/05/25,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-4
Ava Schmidt,#13,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,28,0,3,3,1,1,1,2,3,4,9,3,7,0,0,11,18
Kylee Fox,#30,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,27,1,1,2,0,0,0,0,0,2,5,0,2,0,0,4,3
Sophie Glancey,#12,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,24,1,5,6,1,1,1,1,3,4,14,1,3,0,2,9,14
Ashley Hawkins,#23,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,34,0,5,5,5,0,0,0,2,2,8,1,3,4,4,9,24
Maia Jones,#9,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,25,0,3,3,1,2,0,2,2,4,11,2,5,6,6,16,22
Tyler Gildersleeve-Stiles,#34,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,19,1,1,2,2,4,1,1,3,3,6,0,0,0,0,6,31
Delainey Miller,#20,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,11,0,1,1,0,0,1,1,1,0,2,0,0,1,4,1,-2
Kate Schat,#3,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1
Aniya Hooker,#2,Santa Clara Broncos,Stanford Cardinal,0,11/06/25,29,0,2,2,0,0,0,1,1,1,5,0,2,0,0,2,-3
Lara Somfai,#12,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,25,2,11,13,0,0,1,3,3,3,9,1,3,7,8,14,20
Courtney Ogden,#40,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,11,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,-1
Nunu Agara,#3,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,31,0,9,9,4,0,0,1,1,3,11,1,4,6,7,13,25
Hailee Swain,#2,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,33,1,2,3,4,1,0,5,1,6,15,1,2,0,0,13,20
Talana Lepolo,#10,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,39,0,0,0,4,2,0,1,2,5,10,4,6,2,2,16,37
Alexandra Eschmeyer,#4,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,22,5,7,12,0,0,4,0,0,5,6,1,1,0,1,11,40
Mary Ashley Stevenson,#22,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,6,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1
Shay Ijiwoye,#6,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chloe Clardy,#13,Stanford Cardinal,Santa Clara Broncos,1,11/06/25,33,0,3,3,3,3,0,1,4,4,10,3,6,1,2,12,32
Emi Bishop,#21,Corban University Warriors,Oregon State Beavers,0,11/07/25,24,5,6,11,0,2,1,3,1,6,19,0,0,0,0,12,21
Jersey Huerta,#2,Corban University Warriors,Oregon State Beavers,0,11/07/25,23,1,2,3,2,0,0,3,4,3,9,2,4,2,2,10,10
Tayla Yost,#23,Corban University Warriors,Oregon State Beavers,0,11/07/25,23,0,2,2,1,0,1,3,1,0,2,0,0,0,0,0,0
Jenna Albrecht,#22,Corban University Warriors,Oregon State Beavers,0,11/07/25,26,0,2,2,2,3,0,2,0,3,7,2,4,0,0,8,23
Tori Younker,#15,Corban University Warriors,Oregon State Beavers,0,11/07/25,19,0,3,3,0,0,0,2,1,1,5,0,3,0,0,2,-5
Hope Hillyer,#34,Corban University Warriors,Oregon State Beavers,0,11/07/25,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Haley Ferry,#32,Corban University Warriors,Oregon State Beavers,0,11/07/25,16,0,2,2,0,0,0,0,4,3,7,2,4,0,0,8,9
Lucy Nyborg,#10,Corban University Warriors,Oregon State Beavers,0,11/07/25,4,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,-2
Mandie Jensen,#14,Corban University Warriors,Oregon State Beavers,0,11/07/25,17,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-1
Izzy McCauley,#13,Corban University Warriors,Oregon State Beavers,0,11/07/25,20,0,2,2,0,1,0,2,0,1,3,0,1,0,0,2,2
Kylie Ihrig,#5,Corban University Warriors,Oregon State Beavers,0,11/07/25,26,0,0,0,2,1,0,2,2,1,9,1,6,0,0,3,-2
Nene Sow,#32,Oregon State Beavers,Corban University Warriors,1,11/07/25,13,2,4,6,0,0,3,0,0,2,5,0,0,0,0,4,19
Ally Schimel,#4,Oregon State Beavers,Corban University Warriors,1,11/07/25,25,0,2,2,1,2,0,1,0,4,13,3,7,0,0,11,17
Jenna Villa,#3,Oregon State Beavers,Corban University Warriors,1,11/07/25,21,1,2,3,1,0,2,2,0,1,3,0,2,0,0,2,8
Kennedie Shuler,#1,Oregon State Beavers,Corban University Warriors,1,11/07/25,27,0,5,5,5,1,3,0,2,4,7,0,2,2,6,10,39
Tiara Bolden,#0,Oregon State Beavers,Corban University Warriors,1,11/07/25,29,2,5,7,3,6,0,2,0,5,13,2,5,1,1,13,46
Lara Alonso-Basurto,#22,Oregon State Beavers,Corban University Warriors,1,11/07/25,25,6,5,11,2,0,3,4,2,4,12,1,3,5,6,14,27
Elisa Mehyar,#16,Oregon State Beavers,Corban University Warriors,1,11/07/25,8,0,1,1,0,0,0,0,0,2,3,0,0,0,0,4,7
Susana Yepes,#10,Oregon State Beavers,Corban University Warriors,1,11/07/25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
Lizzy Williamson,#15,Oregon State Beavers,Corban University Warriors,1,11/07/25,15,4,3,7,1,0,1,0,0,4,6,0,0,2,2,10,26
Keira Lindemans,#25,Oregon State Beavers,Corban University Warriors,1,11/07/25,7,0,2,2,1,2,0,0,0,2,4,0,1,1,1,5,18
Katelyn Field,#2,Oregon State Beavers,Corban University Warriors,1,11/07/25,7,0,0,0,0,0,1,1,0,2,3,1,2,0,0,5,8
Cloe Vecina,#31,Oregon State Beavers,Corban University Warriors,1,11/07/25,16,1,0,1,2,2,1,0,2,4,5,0,0,0,1,8,29
Mackenzie Shivers,#12,Oregon State Beavers,Corban University Warriors,1,11/07/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Madison Parry,#24,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,28,1,7,8,1,1,0,1,3,3,10,2,6,4,4,12,19
Meadow Aragon,#30,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,26,1,3,4,1,3,0,0,2,5,11,0,0,2,4,12,28
Kamil Reid,#12,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,22,3,1,4,2,0,0,3,2,2,7,1,4,2,2,7,6
Jiana Creswell,#10,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,21,0,2,2,1,0,0,0,0,0,2,0,0,0,0,0,3
Nseije Ortiz,#23,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,20,0,1,1,1,1,0,5,3,2,2,1,1,0,1,5,5
Juliette James,#41,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
Torrence Harter,#40,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
Sadie Slaughter,#20,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,8,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,4
Ivy Gonzalez,#11,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,25,0,2,2,1,2,0,1,0,2,7,0,3,1,2,5,9
Sydney Peterson,#4,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,20,0,3,3,2,0,0,4,1,2,5,0,1,1,2,5,3
Laila Florvilus,#3,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,3,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,-8
Kaylie Edge,#33,Chico State Wildcats,Saint Mary's Gaels,0,11/07/25,17,1,2,3,0,0,0,1,2,1,3,1,3,0,0,3,2
Edie Clarke,#7,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,17,5,1,6,1,2,0,1,0,6,7,1,1,0,0,13,35
Abigail Shoff,#5,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,20,2,3,5,0,2,0,1,2,2,7,2,5,0,0,6,14
Georgia Grigoropoulou,#10,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,13,2,0,2,0,0,0,3,0,2,3,0,0,1,3,5,1
Emily Foy,#8,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,17,2,1,3,1,0,0,2,1,3,7,0,3,0,0,6,5
Malia Latu,#13,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,25,1,5,6,4,1,0,1,2,3,12,0,2,0,0,6,19
Melesungu Afeaki,#22,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,15,0,1,1,1,0,0,1,1,4,5,0,0,1,2,9,14
Addi Wedin,#23,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,17,1,3,4,2,1,0,1,1,1,7,0,5,2,2,4,7
Mauriana Hashemian-Orr,#3,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,13,3,2,5,2,2,0,1,3,3,9,0,0,3,4,9,23
Amy Kurkowski,#2,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,13,1,0,1,0,0,0,0,1,1,3,1,3,3,4,6,5
Jada Hunter,#0,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,26,1,4,5,4,2,0,0,3,0,0,0,0,3,4,3,28
Ella Wedin,#33,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,10,0,1,1,1,1,0,1,0,0,4,0,4,0,0,0,-1
Charlece Ohiaeri,#4,Saint Mary's Gaels,Chico State Wildcats,1,11/07/25,14,1,4,5,1,0,0,1,1,0,4,0,3,0,0,0,0
Addison Harris,#33,Montana State Bobcats,Portland Pilots,1,11/07/25,32,0,4,4,0,2,0,4,2,7,11,1,3,3,4,18,24
Ella Johnson,#5,Montana State Bobcats,Portland Pilots,1,11/07/25,12,1,0,1,2,1,0,1,3,1,1,1,1,0,0,3,15
Jamison Philip,#12,Montana State Bobcats,Portland Pilots,1,11/07/25,26,3,1,4,3,4,1,3,4,1,5,0,3,6,6,8,29
Taylee Chirrick,#44,Montana State Bobcats,Portland Pilots,1,11/07/25,26,1,2,3,7,6,0,5,3,8,10,0,0,7,9,23,66
Isobel Bunyan,#15,Montana State Bobcats,Portland Pilots,1,11/07/25,12,0,0,0,2,0,0,0,2,1,4,0,2,0,0,2,5
Kadynce Couture,#24,Montana State Bobcats,Portland Pilots,1,11/07/25,12,0,1,1,1,0,0,0,2,1,2,0,0,1,2,3,7
Brianne Bailey,#21,Montana State Bobcats,Portland Pilots,1,11/07/25,27,1,0,1,4,3,0,6,3,4,8,0,1,2,4,10,21
Grace Hintz,#13,Montana State Bobcats,Portland Pilots,1,11/07/25,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-2
Heidi Smith,#9,Montana State Bobcats,Portland Pilots,1,11/07/25,22,0,3,3,0,0,1,2,0,2,7,0,0,1,2,5,4
Brooke Fatupaito,#20,Montana State Bobcats,Portland Pilots,1,11/07/25,26,3,6,9,0,1,0,2,2,5,7,0,0,4,4,14,27
Lainey Spear,#20,Portland Pilots,Montana State Bobcats,0,11/07/25,19,0,3,3,2,2,0,3,5,0,1,0,0,0,0,0,10
Julia Dalan,#44,Portland Pilots,Montana State Bobcats,0,11/07/25,16,1,0,1,0,0,3,0,2,2,5,0,1,0,0,4,12
Rhyan Mogel,#22,Portland Pilots,Montana State Bobcats,0,11/07/25,30,1,2,3,4,2,0,4,3,5,8,1,2,6,6,17,34
Dyani Ananiev,#2,Portland Pilots,Montana State Bobcats,0,11/07/25,27,1,1,2,1,4,0,6,4,4,12,2,8,2,3,12,12
Florence Dallow,#3,Portland Pilots,Montana State Bobcats,0,11/07/25,27,2,2,4,3,1,0,2,3,4,9,1,4,7,8,16,25
Ella Zimmerman,#42,Portland Pilots,Montana State Bobcats,0,11/07/25,5,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2
Jada Kennedy,#9,Portland Pilots,Montana State Bobcats,0,11/07/25,4,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Aubrey Herrin,#5,Portland Pilots,Montana State Bobcats,0,11/07/25,16,2,4,6,1,0,0,1,1,0,1,0,0,2,2,2,8
Brynn Smith,#12,Portland Pilots,Montana State Bobcats,0,11/07/25,11,0,1,1,0,0,0,6,1,2,4,0,2,2,2,6,-7
Tiffany Barbosa,#7,Portland Pilots,Montana State Bobcats,0,11/07/25,11,0,2,2,2,0,0,3,2,3,5,2,4,0,0,8,11
Natalie Fraley,#10,Portland Pilots,Montana State Bobcats,0,11/07/25,29,0,1,1,1,2,0,3,2,2,6,1,4,0,0,5,7
Nicole Anderson,#17,Portland Pilots,Montana State Bobcats,0,11/07/25,5,0,0,0,0,0,0,1,0,1,5,0,2,0,0,2,-5
Lauren Whittaker,#33,Gonzaga Bulldogs,North Dakota State Bison,1,11/07/25,18,1,8,9,0,1,0,2,3,4,6,0,1,5,6,13,23
Taylor Smith,#20,Gonzaga Bulldogs,North Dakota State Bison,1,11/07/25,25,0,1,1,2,1,0,2,4,2,3,0,0,0,0,4,13
Zeryhia Aokuso,#55,Gonzaga Bulldogs,North Dakota State Bison,1,11/07/25,21,0,1,1,2,1,0,1,2,6,10,1,1,1,2,14,26
Allie Turner,#11,Gonzaga Bulldogs,North Dakota State Bison,1,11/07/25,32,0,3,3,2,0,0,2,1,6,11,4,5,2,2,18,28
